power.draw [W], uuid
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
77.26 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.43 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
77.74 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.43 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
57.98 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.39 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
57.98 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.43 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
57.98 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.43 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
57.98 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.43 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
57.98 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.43 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
48.83 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.39 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
48.83 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.92 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
48.35 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.43 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
48.83 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.43 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
47.87 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.88 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
47.87 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.92 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
47.87 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.39 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
47.87 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.92 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
47.84 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.43 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
47.84 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.92 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
47.87 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.92 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
47.87 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.92 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
47.84 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.92 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
74.41 W, GPU-a354b174-f373-d227-d895-d0ab24adf75e
47.87 W, GPU-f335b35c-eb52-3114-45c6-83db031398d8
73.93 W, GPU-f98c80e5-2252-86b9-cc11-1559c8f6947a
59.43 W, GPU-90dfbf06-2500-3a04-d9ee-931890b61461
58.99 W, GPU-a5d537fb-4cb3-d9db-811c-87745994e2a2
72.00 W, GPU-a37d1102-1c2c-28a6-26c0-7d26c7ccd233
