power.draw [W], uuid
64.43 W, GPU-6184fc31-4c1e-c3eb-3841-43f78c8ebbee
61.08 W, GPU-53eca622-eddb-2beb-3cd2-0679dc4e479a
43.18 W, GPU-0de60874-d265-ff96-6a15-8364b5f35d97
44.15 W, GPU-0c444f33-7dad-f2bb-21dc-d3b90fc9c75b
62.49 W, GPU-a69922a8-3e85-fa6a-105d-a56ecfb139ff
62.98 W, GPU-22134688-40d9-25f0-e48e-e928bc06dfba
64.43 W, GPU-6184fc31-4c1e-c3eb-3841-43f78c8ebbee
61.08 W, GPU-53eca622-eddb-2beb-3cd2-0679dc4e479a
42.70 W, GPU-0de60874-d265-ff96-6a15-8364b5f35d97
44.15 W, GPU-0c444f33-7dad-f2bb-21dc-d3b90fc9c75b
62.49 W, GPU-a69922a8-3e85-fa6a-105d-a56ecfb139ff
63.02 W, GPU-22134688-40d9-25f0-e48e-e928bc06dfba
64.43 W, GPU-6184fc31-4c1e-c3eb-3841-43f78c8ebbee
61.08 W, GPU-53eca622-eddb-2beb-3cd2-0679dc4e479a
43.18 W, GPU-0de60874-d265-ff96-6a15-8364b5f35d97
44.15 W, GPU-0c444f33-7dad-f2bb-21dc-d3b90fc9c75b
62.49 W, GPU-a69922a8-3e85-fa6a-105d-a56ecfb139ff
63.02 W, GPU-22134688-40d9-25f0-e48e-e928bc06dfba
64.43 W, GPU-6184fc31-4c1e-c3eb-3841-43f78c8ebbee
61.08 W, GPU-53eca622-eddb-2beb-3cd2-0679dc4e479a
43.18 W, GPU-0de60874-d265-ff96-6a15-8364b5f35d97
44.15 W, GPU-0c444f33-7dad-f2bb-21dc-d3b90fc9c75b
62.01 W, GPU-a69922a8-3e85-fa6a-105d-a56ecfb139ff
63.02 W, GPU-22134688-40d9-25f0-e48e-e928bc06dfba
64.43 W, GPU-6184fc31-4c1e-c3eb-3841-43f78c8ebbee
60.60 W, GPU-53eca622-eddb-2beb-3cd2-0679dc4e479a
43.18 W, GPU-0de60874-d265-ff96-6a15-8364b5f35d97
44.15 W, GPU-0c444f33-7dad-f2bb-21dc-d3b90fc9c75b
62.49 W, GPU-a69922a8-3e85-fa6a-105d-a56ecfb139ff
63.02 W, GPU-22134688-40d9-25f0-e48e-e928bc06dfba
64.43 W, GPU-6184fc31-4c1e-c3eb-3841-43f78c8ebbee
60.60 W, GPU-53eca622-eddb-2beb-3cd2-0679dc4e479a
43.18 W, GPU-0de60874-d265-ff96-6a15-8364b5f35d97
44.15 W, GPU-0c444f33-7dad-f2bb-21dc-d3b90fc9c75b
62.01 W, GPU-a69922a8-3e85-fa6a-105d-a56ecfb139ff
63.02 W, GPU-22134688-40d9-25f0-e48e-e928bc06dfba
64.43 W, GPU-6184fc31-4c1e-c3eb-3841-43f78c8ebbee
60.60 W, GPU-53eca622-eddb-2beb-3cd2-0679dc4e479a
43.18 W, GPU-0de60874-d265-ff96-6a15-8364b5f35d97
44.15 W, GPU-0c444f33-7dad-f2bb-21dc-d3b90fc9c75b
62.01 W, GPU-a69922a8-3e85-fa6a-105d-a56ecfb139ff
63.02 W, GPU-22134688-40d9-25f0-e48e-e928bc06dfba
64.43 W, GPU-6184fc31-4c1e-c3eb-3841-43f78c8ebbee
61.08 W, GPU-53eca622-eddb-2beb-3cd2-0679dc4e479a
43.18 W, GPU-0de60874-d265-ff96-6a15-8364b5f35d97
44.15 W, GPU-0c444f33-7dad-f2bb-21dc-d3b90fc9c75b
61.97 W, GPU-a69922a8-3e85-fa6a-105d-a56ecfb139ff
63.02 W, GPU-22134688-40d9-25f0-e48e-e928bc06dfba
64.43 W, GPU-6184fc31-4c1e-c3eb-3841-43f78c8ebbee
61.08 W, GPU-53eca622-eddb-2beb-3cd2-0679dc4e479a
43.18 W, GPU-0de60874-d265-ff96-6a15-8364b5f35d97
44.15 W, GPU-0c444f33-7dad-f2bb-21dc-d3b90fc9c75b
62.49 W, GPU-a69922a8-3e85-fa6a-105d-a56ecfb139ff
63.02 W, GPU-22134688-40d9-25f0-e48e-e928bc06dfba
64.43 W, GPU-6184fc31-4c1e-c3eb-3841-43f78c8ebbee
61.08 W, GPU-53eca622-eddb-2beb-3cd2-0679dc4e479a
43.18 W, GPU-0de60874-d265-ff96-6a15-8364b5f35d97
