power.draw [W], uuid
71.68 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
68.34 W, GPU-c6c73f7a-5f60-07a8-7f77-74903f4aa41a
78.40 W, GPU-d5327a74-60ab-0e40-9939-df6a1f086f2c
72.65 W, GPU-d7e71a82-6a3b-7b93-d874-e3053f4699b4
71.15 W, GPU-bd8547a3-7346-917c-980e-ffda10a319d5
80.33 W, GPU-7f1d97c4-4374-4f35-c107-241881703812
71.73 W, GPU-f6daabee-73ca-6a03-4990-8a51539f66c8
67.86 W, GPU-c99592aa-0208-e9fb-35ad-385899522c3f
71.68 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
68.34 W, GPU-c6c73f7a-5f60-07a8-7f77-74903f4aa41a
78.40 W, GPU-d5327a74-60ab-0e40-9939-df6a1f086f2c
72.65 W, GPU-d7e71a82-6a3b-7b93-d874-e3053f4699b4
71.20 W, GPU-bd8547a3-7346-917c-980e-ffda10a319d5
80.39 W, GPU-7f1d97c4-4374-4f35-c107-241881703812
71.73 W, GPU-f6daabee-73ca-6a03-4990-8a51539f66c8
67.86 W, GPU-c99592aa-0208-e9fb-35ad-385899522c3f
71.68 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
68.34 W, GPU-c6c73f7a-5f60-07a8-7f77-74903f4aa41a
78.40 W, GPU-d5327a74-60ab-0e40-9939-df6a1f086f2c
72.65 W, GPU-d7e71a82-6a3b-7b93-d874-e3053f4699b4
71.15 W, GPU-bd8547a3-7346-917c-980e-ffda10a319d5
80.39 W, GPU-7f1d97c4-4374-4f35-c107-241881703812
71.73 W, GPU-f6daabee-73ca-6a03-4990-8a51539f66c8
67.86 W, GPU-c99592aa-0208-e9fb-35ad-385899522c3f
71.68 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
68.34 W, GPU-c6c73f7a-5f60-07a8-7f77-74903f4aa41a
78.45 W, GPU-d5327a74-60ab-0e40-9939-df6a1f086f2c
72.21 W, GPU-d7e71a82-6a3b-7b93-d874-e3053f4699b4
71.20 W, GPU-bd8547a3-7346-917c-980e-ffda10a319d5
80.39 W, GPU-7f1d97c4-4374-4f35-c107-241881703812
71.73 W, GPU-f6daabee-73ca-6a03-4990-8a51539f66c8
67.90 W, GPU-c99592aa-0208-e9fb-35ad-385899522c3f
71.68 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
68.34 W, GPU-c6c73f7a-5f60-07a8-7f77-74903f4aa41a
78.40 W, GPU-d5327a74-60ab-0e40-9939-df6a1f086f2c
72.65 W, GPU-d7e71a82-6a3b-7b93-d874-e3053f4699b4
71.20 W, GPU-bd8547a3-7346-917c-980e-ffda10a319d5
80.39 W, GPU-7f1d97c4-4374-4f35-c107-241881703812
71.73 W, GPU-f6daabee-73ca-6a03-4990-8a51539f66c8
67.86 W, GPU-c99592aa-0208-e9fb-35ad-385899522c3f
71.73 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
68.34 W, GPU-c6c73f7a-5f60-07a8-7f77-74903f4aa41a
78.45 W, GPU-d5327a74-60ab-0e40-9939-df6a1f086f2c
72.21 W, GPU-d7e71a82-6a3b-7b93-d874-e3053f4699b4
71.20 W, GPU-bd8547a3-7346-917c-980e-ffda10a319d5
80.39 W, GPU-7f1d97c4-4374-4f35-c107-241881703812
71.73 W, GPU-f6daabee-73ca-6a03-4990-8a51539f66c8
67.90 W, GPU-c99592aa-0208-e9fb-35ad-385899522c3f
71.68 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
68.34 W, GPU-c6c73f7a-5f60-07a8-7f77-74903f4aa41a
78.40 W, GPU-d5327a74-60ab-0e40-9939-df6a1f086f2c
