power.draw [W], uuid
52.38 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
54.83 W, GPU-c6c73f7a-5f60-07a8-7f77-74903f4aa41a
57.21 W, GPU-d5327a74-60ab-0e40-9939-df6a1f086f2c
72.70 W, GPU-d7e71a82-6a3b-7b93-d874-e3053f4699b4
56.25 W, GPU-bd8547a3-7346-917c-980e-ffda10a319d5
58.67 W, GPU-7f1d97c4-4374-4f35-c107-241881703812
71.25 W, GPU-f6daabee-73ca-6a03-4990-8a51539f66c8
53.38 W, GPU-c99592aa-0208-e9fb-35ad-385899522c3f
51.89 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
54.83 W, GPU-c6c73f7a-5f60-07a8-7f77-74903f4aa41a
57.21 W, GPU-d5327a74-60ab-0e40-9939-df6a1f086f2c
72.70 W, GPU-d7e71a82-6a3b-7b93-d874-e3053f4699b4
56.25 W, GPU-bd8547a3-7346-917c-980e-ffda10a319d5
58.67 W, GPU-7f1d97c4-4374-4f35-c107-241881703812
71.25 W, GPU-f6daabee-73ca-6a03-4990-8a51539f66c8
53.38 W, GPU-c99592aa-0208-e9fb-35ad-385899522c3f
51.93 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
54.83 W, GPU-c6c73f7a-5f60-07a8-7f77-74903f4aa41a
57.21 W, GPU-d5327a74-60ab-0e40-9939-df6a1f086f2c
72.70 W, GPU-d7e71a82-6a3b-7b93-d874-e3053f4699b4
55.76 W, GPU-bd8547a3-7346-917c-980e-ffda10a319d5
58.67 W, GPU-7f1d97c4-4374-4f35-c107-241881703812
71.25 W, GPU-f6daabee-73ca-6a03-4990-8a51539f66c8
53.38 W, GPU-c99592aa-0208-e9fb-35ad-385899522c3f
51.89 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
54.83 W, GPU-c6c73f7a-5f60-07a8-7f77-74903f4aa41a
56.73 W, GPU-d5327a74-60ab-0e40-9939-df6a1f086f2c
72.70 W, GPU-d7e71a82-6a3b-7b93-d874-e3053f4699b4
55.76 W, GPU-bd8547a3-7346-917c-980e-ffda10a319d5
58.67 W, GPU-7f1d97c4-4374-4f35-c107-241881703812
71.25 W, GPU-f6daabee-73ca-6a03-4990-8a51539f66c8
53.38 W, GPU-c99592aa-0208-e9fb-35ad-385899522c3f
51.89 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
54.83 W, GPU-c6c73f7a-5f60-07a8-7f77-74903f4aa41a
56.73 W, GPU-d5327a74-60ab-0e40-9939-df6a1f086f2c
72.70 W, GPU-d7e71a82-6a3b-7b93-d874-e3053f4699b4
55.76 W, GPU-bd8547a3-7346-917c-980e-ffda10a319d5
58.67 W, GPU-7f1d97c4-4374-4f35-c107-241881703812
71.25 W, GPU-f6daabee-73ca-6a03-4990-8a51539f66c8
53.38 W, GPU-c99592aa-0208-e9fb-35ad-385899522c3f
44.66 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
46.60 W, GPU-c6c73f7a-5f60-07a8-7f77-74903f4aa41a
48.54 W, GPU-d5327a74-60ab-0e40-9939-df6a1f086f2c
72.70 W, GPU-d7e71a82-6a3b-7b93-d874-e3053f4699b4
48.51 W, GPU-bd8547a3-7346-917c-980e-ffda10a319d5
50.92 W, GPU-7f1d97c4-4374-4f35-c107-241881703812
71.25 W, GPU-f6daabee-73ca-6a03-4990-8a51539f66c8
45.15 W, GPU-c99592aa-0208-e9fb-35ad-385899522c3f
44.66 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
46.60 W, GPU-c6c73f7a-5f60-07a8-7f77-74903f4aa41a
48.54 W, GPU-d5327a74-60ab-0e40-9939-df6a1f086f2c
72.70 W, GPU-d7e71a82-6a3b-7b93-d874-e3053f4699b4
48.51 W, GPU-bd8547a3-7346-917c-980e-ffda10a319d5
50.92 W, GPU-7f1d97c4-4374-4f35-c107-241881703812
71.25 W, GPU-f6daabee-73ca-6a03-4990-8a51539f66c8
45.15 W, GPU-c99592aa-0208-e9fb-35ad-385899522c3f
44.66 W, GPU-a06a2262-9168-7cef-a1d7-95a14be07307
