/opt/intel/oneapi/vtune/2022.2.0/bin64/vtune -R summary -r /home/ubuntu/lammps/bench/aps_result_20220702/hwmetrics/results.instance-20220702-1848,34.* -q -format csv -csv-delimiter semicolon
Hierarchy Level;Metric Name;Metric Value
0;Elapsed Time;88.536991
1;SP GFLOPS;3.815551
1;DP GFLOPS;1.407109
1;x87 GFLOPS;0.0
1;IPC;0.621472
1;Average CPU Frequency;2957967564.696387
1;Total Thread Count;
1;CPU Time;86.234978
0;Effective Physical Core Utilization;1.5% (0.972 out of 64)
1;Effective Logical Core Utilization;0.8% (0.974 out of 128)
0;Memory Bound;43.6
1;Cache Bound;21.8
1;DRAM Bound;20.7
1;NUMA: % of Remote Accesses;0.6
0;Vectorization;91.3
1;Instruction Mix;
2;SP FLOPs;7.0
3;Packed;100.0
4;128-bit;0.0
4;256-bit;0.0
4;512-bit;100.0
3;Scalar;0.0
2;DP FLOPs;6.2
3;Packed;81.4
4;128-bit;0.0
4;256-bit;0.0
4;512-bit;81.4
3;Scalar;18.6
2;x87 FLOPs;0.0
2;Non-FP;86.9
1;FP Arith/Mem Rd Instr. Ratio;1.114662
1;FP Arith/Mem Wr Instr. Ratio;2.312668
0;Collection and Platform Info;
1;Application Command Line;env "OMP_NUM_THREADS=1" "KMP_AFFINITY=granularity=fine,compact,1,0" "../bin/lmp_intel_cpu_intelmpi" "-in" "in.lj-long.scaled_2048" "-pk" "intel" "0" "omp" "1" "mode" "mixed" "-sf" "intel" 
1;Operating System;5.15.0-1007-oracle DISTRIB_ID=Ubuntu DISTRIB_RELEASE=20.04 DISTRIB_CODENAME=focal DISTRIB_DESCRIPTION="Ubuntu 20.04.4 LTS"
1;MPI Process Rank;6
1;Computer Name;instance-20220702-1848
1;Result Size;3286408
1;Collection start time;18:50:23 02/07/2022 UTC
1;Collection stop time;18:51:52 02/07/2022 UTC
1;Collector Type;Driverless Perf per-process counting
1;CPU;
2;Name;Intel(R) Xeon(R) Processor code named Icelake
2;Frequency;2593971864
2;Logical CPU Count;128
