/opt/intel/oneapi/vtune/2022.2.0/bin64/vtune -R summary -r /home/ubuntu/lammps/bench/aps_result_20220703/hwmetrics/results.instance-20220703-1452,4.* -q -format csv -csv-delimiter semicolon
Hierarchy Level;Metric Name;Metric Value
0;Elapsed Time;36.796457
1;SP GFLOPS;5.066140
1;DP GFLOPS;1.699864
1;x87 GFLOPS;0.0
1;IPC;0.886476
1;Average CPU Frequency;3152068170.986476
1;Total Thread Count;
1;CPU Time;35.279479
0;Effective Physical Core Utilization;1.5% (0.960 out of 64)
1;Effective Logical Core Utilization;0.7% (0.959 out of 128)
0;Memory Bound;34.6
1;Cache Bound;33.0
1;DRAM Bound;2.7
1;NUMA: % of Remote Accesses;2.9
0;Vectorization;92.4
1;Instruction Mix;
2;SP FLOPs;8.0
3;Packed;100.0
4;128-bit;1.1
4;256-bit;0.0
4;512-bit;98.9
3;Scalar;0.0
2;DP FLOPs;6.3
3;Packed;82.7
4;128-bit;0.0
4;256-bit;0.5
4;512-bit;82.3
3;Scalar;17.3
2;x87 FLOPs;0.0
2;Non-FP;85.7
1;FP Arith/Mem Rd Instr. Ratio;0.835705
1;FP Arith/Mem Wr Instr. Ratio;2.210868
0;Collection and Platform Info;
1;Application Command Line;env "OMP_NUM_THREADS=1" "KMP_AFFINITY=granularity=fine,compact,1,0" "../bin/lmp_intel_cpu_intelmpi" "-in" "in.eam-long.scaled" "-pk" "intel" "0" "omp" "1" "mode" "mixed" "-sf" "intel" 
1;Operating System;5.15.0-1007-oracle DISTRIB_ID=Ubuntu DISTRIB_RELEASE=20.04 DISTRIB_CODENAME=focal DISTRIB_DESCRIPTION="Ubuntu 20.04.4 LTS"
1;MPI Process Rank;12
1;Computer Name;instance-20220703-1452
1;Result Size;3286406
1;Collection start time;17:12:41 03/07/2022 UTC
1;Collection stop time;17:13:18 03/07/2022 UTC
1;Collector Type;Driverless Perf per-process counting
1;CPU;
2;Name;Intel(R) Xeon(R) Processor code named Icelake
2;Frequency;2593977878
2;Logical CPU Count;128
