/opt/intel/oneapi/vtune/2022.2.0/bin64/vtune -R summary -r /home/ubuntu/lammps/bench/aps_result_20220601/hwmetrics/results.instance-20220601-1914,5.* -q -format csv -csv-delimiter semicolon
Hierarchy Level;Metric Name;Metric Value
0;Elapsed Time;5.757712
1;SP GFLOPS;2.168809
1;DP GFLOPS;0.405391
1;x87 GFLOPS;0.0
1;IPC;1.427934
1;Average CPU Frequency;3025615047.247478
1;Total Thread Count;
1;CPU Time;3.462860
0;Effective Physical Core Utilization;1.0% (0.609 out of 64)
1;Effective Logical Core Utilization;0.5% (0.601 out of 128)
0;Memory Bound;27.5
1;Cache Bound;21.0
1;DRAM Bound;5.4
1;NUMA: % of Remote Accesses;5.3
0;Vectorization;35.9
1;Instruction Mix;
2;SP FLOPs;5.6
3;Packed;92.0
4;128-bit;0.0
4;256-bit;15.7
4;512-bit;76.2
3;Scalar;8.0
2;DP FLOPs;10.2
3;Packed;5.4
4;128-bit;0.0
4;256-bit;0.0
4;512-bit;5.4
3;Scalar;94.6
2;x87 FLOPs;0.0
2;Non-FP;84.2
1;FP Arith/Mem Rd Instr. Ratio;0.610618
1;FP Arith/Mem Wr Instr. Ratio;1.349160
0;Collection and Platform Info;
1;Application Command Line;env "OMP_NUM_THREADS=1" "KMP_AFFINITY=granularity=fine,compact,1,0" "../src/lmp_intel_cpu_intelmpi" "-in" "in.rhodo-e-7" "-pk" "intel" "0" "omp" "1" "mode" "mixed" "-sf" "intel" 
1;Operating System;5.13.0-1028-oracle DISTRIB_ID=Ubuntu DISTRIB_RELEASE=20.04 DISTRIB_CODENAME=focal DISTRIB_DESCRIPTION="Ubuntu 20.04.4 LTS"
1;MPI Process Rank;3
1;Computer Name;instance-20220601-1914
1;Result Size;3286234
1;Collection start time;18:48:54 01/06/2022 UTC
1;Collection stop time;18:49:00 01/06/2022 UTC
1;Collector Type;Driverless Perf per-process counting
1;CPU;
2;Name;Intel(R) Xeon(R) Processor code named Icelake
2;Frequency;2593979104
2;Logical CPU Count;128
