/opt/intel/oneapi/vtune/2022.2.0/bin64/vtune -R summary -r /home/ubuntu/lammps/bench/aps_result_20220531/hwmetrics/results.instance-20220530-1006,42.* -q -format csv -csv-delimiter semicolon
Hierarchy Level;Metric Name;Metric Value
0;Elapsed Time;22.485379
1;SP GFLOPS;4.001368
1;DP GFLOPS;0.078135
1;x87 GFLOPS;0.000001
1;IPC;1.192653
1;Average CPU Frequency;3199427335.214479
1;Total Thread Count;
1;CPU Time;20.230379
0;Effective Physical Core Utilization;1.4% (0.905 out of 64)
1;Effective Logical Core Utilization;0.7% (0.900 out of 128)
0;Memory Bound;17.1
1;Cache Bound;16.1
1;DRAM Bound;3.6
1;NUMA: % of Remote Accesses;1.0
0;Vectorization;77.7
1;Instruction Mix;
2;SP FLOPs;6.7
3;Packed;91.2
4;128-bit;0.0
4;256-bit;24.7
4;512-bit;66.5
3;Scalar;8.8
2;DP FLOPs;1.2
3;Packed;4.9
4;128-bit;0.0
4;256-bit;0.0
4;512-bit;4.8
3;Scalar;95.1
2;x87 FLOPs;0.0
2;Non-FP;92.0
1;FP Arith/Mem Rd Instr. Ratio;0.308912
1;FP Arith/Mem Wr Instr. Ratio;0.648706
0;Collection and Platform Info;
1;Application Command Line;env "OMP_NUM_THREADS=1" "KMP_AFFINITY=granularity=fine,compact,1,0" "../src/lmp_intel_cpu_intelmpi" "-in" "in.rhodo.scaled_2048" "-pk" "intel" "0" "omp" "1" "mode" "single" "-sf" "intel" 
1;Operating System;5.13.0-1028-oracle DISTRIB_ID=Ubuntu DISTRIB_RELEASE=20.04 DISTRIB_CODENAME=focal DISTRIB_DESCRIPTION="Ubuntu 20.04.4 LTS"
1;MPI Process Rank;6
1;Computer Name;instance-20220530-1006
1;Result Size;3286283
1;Collection start time;14:48:09 31/05/2022 UTC
1;Collection stop time;14:48:31 31/05/2022 UTC
1;Collector Type;Driverless Perf per-process counting
1;CPU;
2;Name;Intel(R) Xeon(R) Processor code named Icelake
2;Frequency;2593983894
2;Logical CPU Count;128
