power.draw [W], uuid
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.41 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.01 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.48 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.08 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.33 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
82.74 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.41 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.01 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.48 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.08 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.33 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
82.74 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.41 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.01 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.48 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.56 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.33 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
82.74 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.41 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.01 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.48 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.56 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.33 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
82.74 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.41 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.01 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.48 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.56 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.33 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
82.74 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.41 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.01 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.48 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.56 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
82.74 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.41 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.01 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.48 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.56 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.33 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
82.74 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.41 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.01 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.48 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.56 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.33 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
82.74 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.41 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.01 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.48 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.56 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.41 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.01 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.48 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.56 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
82.74 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.41 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.56 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
82.74 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.48 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.56 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
82.74 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.41 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.61 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
82.74 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.56 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
75.04 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.41 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
75.04 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
74.56 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.88 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
75.09 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
77.31 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
75.04 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
77.31 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
76.01 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
75.04 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
75.04 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.83 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
76.01 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
75.09 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
77.31 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
75.04 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
77.31 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
75.53 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
75.04 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
76.88 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
76.01 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
75.09 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
77.31 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
76.01 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
75.04 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
77.31 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
76.01 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
75.04 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
77.31 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
76.01 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
75.04 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
77.31 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
76.01 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
76.50 W, GPU-a2aa775f-ffd9-b84b-0189-783034cc9f2e
75.96 W, GPU-20828b87-e311-2d2b-607f-71abf18e9afd
75.04 W, GPU-c90854ac-80dd-5cca-509c-11b667a00721
78.81 W, GPU-89f3733e-8c53-b2b1-c761-65daae8bf7fa
83.22 W, GPU-50cd1b12-af4f-d604-4bc4-b6e20694340f
77.31 W, GPU-1a657f4c-d132-36f9-b163-4461cc8bb285
76.01 W, GPU-c8d6ae23-bbc4-4f7f-6023-1f040f944271
77.90 W, GPU-22d4be14-1942-6d1b-f04d-8c401c5e8996
