/opt/intel/oneapi/vtune/2022.2.0/bin64/vtune -R summary -r /home/ubuntu/lammps/bench/aps_result_20220601/hwmetrics/results.instance-20220601-1914,10.* -q -format csv -csv-delimiter semicolon
Hierarchy Level;Metric Name;Metric Value
0;Elapsed Time;4.187543
1;SP GFLOPS;2.387948
1;DP GFLOPS;0.250781
1;x87 GFLOPS;0.0
1;IPC;1.310213
1;Average CPU Frequency;2524642946.229933
1;Total Thread Count;
1;CPU Time;1.948243
0;Effective Physical Core Utilization;0.7% (0.472 out of 64)
1;Effective Logical Core Utilization;0.4% (0.465 out of 128)
0;Memory Bound;23.7
1;Cache Bound;22.4
1;DRAM Bound;3.6
1;NUMA: % of Remote Accesses;5.4
0;Vectorization;64.3
1;Instruction Mix;
2;SP FLOPs;9.4
3;Packed;92.2
4;128-bit;0.0
4;256-bit;19.2
4;512-bit;73.0
3;Scalar;7.8
2;DP FLOPs;5.8
3;Packed;18.5
4;128-bit;0.0
4;256-bit;0.0
4;512-bit;18.5
3;Scalar;81.5
2;x87 FLOPs;0.0
2;Non-FP;84.8
1;FP Arith/Mem Rd Instr. Ratio;0.630641
1;FP Arith/Mem Wr Instr. Ratio;1.598576
0;Collection and Platform Info;
1;Application Command Line;env "OMP_NUM_THREADS=1" "KMP_AFFINITY=granularity=fine,compact,1,0" "../src/lmp_intel_cpu_intelmpi" "-in" "in.rhodo-e-5" "-pk" "intel" "0" "omp" "1" "mode" "mixed" "-sf" "intel" 
1;Operating System;5.13.0-1028-oracle DISTRIB_ID=Ubuntu DISTRIB_RELEASE=20.04 DISTRIB_CODENAME=focal DISTRIB_DESCRIPTION="Ubuntu 20.04.4 LTS"
1;MPI Process Rank;9
1;Computer Name;instance-20220601-1914
1;Result Size;3286211
1;Collection start time;18:07:44 01/06/2022 UTC
1;Collection stop time;18:07:48 01/06/2022 UTC
1;Collector Type;Driverless Perf per-process counting
1;CPU;
2;Name;Intel(R) Xeon(R) Processor code named Icelake
2;Frequency;2593979117
2;Logical CPU Count;128
